APN,RSO Year,Address,City,Zip,RSO Units,Prior Council District,Council District,Land Use Code,Unit Range,Latitude,Longitude
2137031012,2019,20755 HARTLAND ST,LOS ANGELES,91306.0,6,3,3.0,500,5-10 units,39.1089644,-76.745195
2137031013,2019,20755 VANOWEN ST,LOS ANGELES,91306.0,6,3,3.0,500,5-10 units,34.1941135,-118.58589
2137031014,2019,20754 HARTLAND ST,LOS ANGELES,91306.0,6,3,3.0,500,5-10 units,38.7288732,-76.6528225
2138002021,2019,7019 VASSAR AVE,LOS ANGELES,91303.0,15,3,3.0,500,11-49 units,32.8485792,-96.7978095
2138002025,2019,7043 VASSAR AVE,LOS ANGELES,91303.0,13,3,3.0,501,11-49 units,32.8506364,-96.79886309999999
2138002026,2019,7049 VASSAR AVE,LOS ANGELES,91303.0,17,3,3.0,501,11-49 units,32.8508278,-96.7988611
2138002027,2019,7057 VASSAR AVE,LOS ANGELES,91303.0,2,3,3.0,200,2 units,32.8508699,-96.79886069999999
2138002036,2019,7037 VASSAR AVE,LOS ANGELES,91303.0,15,3,3.0,500,11-49 units,32.8500972,-96.7987928
2138003023,2019,7020 VASSAR AVE,LOS ANGELES,91303.0,30,3,3.0,501,11-49 units,32.8505081,-96.7976983
2138003024,2019,7021 JORDAN AVE,LOS ANGELES,91303.0,18,3,3.0,500,11-49 units,34.198021,-118.6032103
2138003025,2019,7031 JORDAN AVE,LOS ANGELES,91303.0,23,3,3.0,500,11-49 units,34.1982883,-118.6032097
2138004003,2019,7044 JORDAN AVE,LOS ANGELES,91303.0,10,3,3.0,500,5-10 units,34.1986993,-118.6025404
2138004006,2019,7024 JORDAN AVE,LOS ANGELES,91303.0,15,3,3.0,500,11-49 units,34.1981979,-118.6026025
2138004007,2019,7014 JORDAN AVE,LOS ANGELES,91303.0,12,3,3.0,500,11-49 units,34.1979933,-118.6025079
2138004008,2019,7010 JORDAN AVE,LOS ANGELES,91303.0,8,3,3.0,500,5-10 units,34.1978272,-118.6025694
2138004024,2019,7040 JORDAN AVE,LOS ANGELES,91303.0,21,3,3.0,501,11-49 units,34.1985054,-118.602502
2138004025,2019,7050 JORDAN AVE,LOS ANGELES,91303.0,21,3,3.0,501,11-49 units,34.198946,-118.602661
2138005020,2023,6901 OWENSMOUTH AVE,LOS ANGELES,91303.0,1,3,3.0,200,1 unit,34.1958869,-118.6019051
2138007009,2019,6927 REMMET AVE,LOS ANGELES,91303.0,3,3,3.0,300,3-4 units,34.19641319999999,-118.6006472
2138007016,2019,6911 REMMET AVE,LOS ANGELES,91303.0,25,3,3.0,501,11-49 units,34.1959935,-118.6006965
2138008021,2019,7045 REMMET AVE,LOS ANGELES,91303.0,11,3,3.0,500,11-49 units,34.1986524,-118.6006421
2138008025,2019,7001 REMMET AVE,LOS ANGELES,91303.0,7,3,3.0,500,5-10 units,34.197558,-118.6006536
2138009001,2019,7058 REMMET AVE,LOS ANGELES,91303.0,10,3,3.0,500,5-10 units,34.1990829,-118.5999442
2138009010,2019,7014 REMMET AVE,LOS ANGELES,91303.0,10,3,3.0,500,5-10 units,34.1978321,-118.5999388
2138009017,2019,7021 ALABAMA AVE,LOS ANGELES,91303.0,2,3,3.0,200,2 units,38.8831985,-76.939559
2138009018,2019,7027 ALABAMA AVE,CANOGA PARK,91303.0,2,3,3.0,200,2 units,38.8831985,-76.939559
2138009022,2019,7049 ALABAMA AVE,LOS ANGELES,91303.0,2,3,3.0,200,2 units,38.8831985,-76.939559
2138009026,2019,7007 ALABAMA AVE,LOS ANGELES,91303.0,24,3,3.0,500,11-49 units,38.8831985,-76.939559
2138009027,2019,7055 ALABAMA AVE,LOS ANGELES,91303.0,18,3,3.0,500,11-49 units,34.1989716,-118.5992948
2138010008,2019,6933 ALABAMA AVE,LOS ANGELES,91303.0,2,3,3.0,200,2 units,38.8831985,-76.939559
2138010010,2019,6936 REMMET AVE,LOS ANGELES,91303.0,1,3,3.0,200,1 unit,34.19670139999999,-118.5999852
2138010015,2019,6927 ALABAMA AVE,LOS ANGELES,91303.0,2,3,3.0,200,2 units,38.8831985,-76.939559
2138010018,2019,6913 ALABAMA AVE,LOS ANGELES,91303.0,2,3,3.0,200,2 units,38.8831985,-76.939559
2138010019,2019,6907 ALABAMA AVE,LOS ANGELES,91303.0,2,3,3.0,200,2 units,38.8831985,-76.939559
2138010020,2019,21511 BASSETT ST,LOS ANGELES,91303.0,2,3,3.0,200,2 units,34.1957369,-118.5995062
2138010023,2019,6902 REMMET AVE,LOS ANGELES,91303.0,2,3,3.0,200,2 units,34.1957308,-118.5999079
2138012004,2019,6950 ALABAMA AVE,LOS ANGELES,91303.0,2,3,3.0,200,2 units,38.8831985,-76.939559
2138012005,2019,6948 ALABAMA AVE,LOS ANGELES,91303.0,2,3,3.0,200,2 units,38.8831985,-76.939559
2138012009,2019,6938 ALABAMA AVE,LOS ANGELES,91303.0,2,3,3.0,200,2 units,38.8831985,-76.939559
2138012011,2019,6926 ALABAMA AVE,LOS ANGELES,91303.0,1,3,3.0,200,1 unit,38.8831985,-76.939559
2138012015,2019,6918 ALABAMA AVE,LOS ANGELES,91303.0,2,3,3.0,200,2 units,38.8831985,-76.939559
2138012018,2019,6914 ALABAMA AVE,LOS ANGELES,91303.0,2,3,3.0,200,2 units,38.8831985,-76.939559
2138012019,2019,6906 ALABAMA AVE,LOS ANGELES,91303.0,2,3,3.0,200,2 units,38.8831985,-76.939559
2138013001,2019,7056 ALABAMA AVE,LOS ANGELES,91303.0,2,3,3.0,200,2 units,38.8831985,-76.939559
2138013006,2019,7030 ALABAMA AVE,LOS ANGELES,91303.0,2,3,3.0,200,2 units,38.8831985,-76.939559
2138013007,2019,7028 ALABAMA AVE,LOS ANGELES,91303.0,10,3,3.0,500,5-10 units,38.8831985,-76.939559
2138013008,2024,7022 ALABAMA AVE,LOS ANGELES,91303.0,9,3,3.0,500,5-10 units,38.8831985,-76.939559
2138013009,2019,7018 ALABAMA AVE,LOS ANGELES,91303.0,1,3,3.0,300,1 unit,38.8831985,-76.939559
2138013010,2019,7012 ALABAMA AVE,LOS ANGELES,91303.0,3,3,3.0,300,3-4 units,38.8831985,-76.939559
2138013027,2019,7044 ALABAMA AVE,LOS ANGELES,91303.0,20,3,3.0,500,11-49 units,38.8831985,-76.939559
2138018019,2019,6928 ETON AVE,LOS ANGELES,91303.0,2,3,3.0,200,2 units,34.1964524,-118.59502
2138018025,2019,6911 MILWOOD AVE,LOS ANGELES,91303.0,44,3,3.0,501,11-49 units,34.1958691,-118.5946627
2138019001,2019,7056 ETON AVE,LOS ANGELES,91303.0,2,3,3.0,200,2 units,34.1990541,-118.5952823
2138019004,2019,7046 ETON AVE,LOS ANGELES,91303.0,2,3,3.0,200,2 units,34.1987653,-118.5950906
2138019011,2019,7018 ETON AVE,LOS ANGELES,91303.0,2,3,3.0,200,2 units,34.197998,-118.595119
2138019012,2019,7010 ETON AVE,LOS ANGELES,91303.0,3,3,3.0,300,3-4 units,34.197715,-118.5951965
2138020020,2021,7027 VARIEL AVE,LOS ANGELES,91303.0,1,3,3.0,200,1 unit,34.1982607,-118.5931744
2138020023,2023,7043 VARIEL AVE,LOS ANGELES,91303.0,2,3,3.0,200,2 units,34.1986892,-118.593185
2138021003,2019,6937 VARIEL AVE,LOS ANGELES,91303.0,2,3,3.0,200,2 units,34.1966579,-118.5934727
2138021005,2019,6926 MILWOOD AVE,LOS ANGELES,91303.0,10,3,3.0,500,5-10 units,34.1964533,-118.5939456
2138021006,2019,6922 MILWOOD AVE,LOS ANGELES,91303.0,8,3,3.0,500,5-10 units,34.1962885,-118.5938874
2138021012,2019,6902 MILWOOD AVE,LOS ANGELES,91303.0,8,3,3.0,500,5-10 units,34.1957434,-118.5940134
2138021017,2023,6901 VARIEL AVE,LOS ANGELES,91303.0,2,3,3.0,200,2 units,34.1957431,-118.5931893
2138021024,2019,21118 HART ST,LOS ANGELES,91303.0,2,3,3.0,200,2 units,34.1969904,-118.5934527
2138021026,2019,6958 MILWOOD AVE,LOS ANGELES,91303.0,10,3,3.0,500,5-10 units,34.19726929999999,-118.5939405
2138021027,2019,6950 MILWOOD AVE,LOS ANGELES,91303.0,10,3,3.0,500,5-10 units,34.1970757,-118.5939193
2138021029,2019,6948 MILWOOD AVE,LOS ANGELES,91303.0,10,3,3.0,500,5-10 units,34.1969597,-118.5939224
2138021030,2019,6940 MILWOOD AVE,LOS ANGELES,91303.0,10,3,3.0,500,5-10 units,34.1967688,-118.5939202
2138022012,2019,6822 MILWOOD AVE,LOS ANGELES,91303.0,17,3,3.0,501,11-49 units,34.1946023,-118.5939284
2138022013,2019,6823 VARIEL AVE,LOS ANGELES,91303.0,17,3,3.0,500,11-49 units,34.1946008,-118.5932592
2138022014,2019,6835 VARIEL AVE,LOS ANGELES,91303.0,50,3,3.0,501,50-99 units,34.194852,-118.5934196
2138022015,2019,6810 MILWOOD AVE,LOS ANGELES,91303.0,23,3,3.0,501,11-49 units,34.1943898,-118.5938014
2138022016,2019,6819 VARIEL AVE,LOS ANGELES,91303.0,6,3,3.0,500,5-10 units,34.1944073,-118.593121
2138023001,2019,6834 VARIEL AVE,LOS ANGELES,91303.0,32,3,3.0,500,11-49 units,34.1948594,-118.592665
2138023021,2019,6831 INDEPENDENCE AVE,LOS ANGELES,91303.0,25,3,3.0,500,11-49 units,34.1948826,-118.5911364
2138024004,2024,21031 BASSETT ST,LOS ANGELES,91303.0,1,3,3.0,200,1 unit,34.1957712,-118.5918115
2138024005,2021,21027 BASSETT ST,LOS ANGELES,91303.0,2,3,3.0,200,2 units,34.1958134,-118.5916512
2138025007,2019,21034 GAULT ST,LOS ANGELES,91303.0,2,3,3.0,200,2 units,34.1986055,-118.5917985
2138025020,2019,21015 HART ST,LOS ANGELES,91303.0,2,3,3.0,200,2 units,39.566838,-76.30583279999999
2138025021,2019,21017 HART ST,LOS ANGELES,91303.0,2,3,3.0,200,2 units,39.4728944,-76.24211849999999
2138025024,2019,21041 HART ST,LOS ANGELES,91303.0,5,3,3.0,500,5-10 units,34.1978677,-118.5921128
2138025025,2021,7026 VARIEL AVE,LOS ANGELES,91303.0,2,3,3.0,200,2 units,34.1982866,-118.5925865
2138026022,2021,20924 GAULT ST,LOS ANGELES,91303.0,2,3,3.0,200,2 units,34.1989384,-118.5893014
2138027004,2024,20927 HART ST,LOS ANGELES,91303.0,1,3,3.0,200,1 unit,34.1975347,-118.4969227
2138027009,2019,20933 HART ST,LOS ANGELES,91303.0,2,3,3.0,200,2 units,34.1976577,-118.5896198
2138028004,2023,20936 HART ST,LOS ANGELES,91303.0,2,3,3.0,200,2 units,34.1972365,-118.5898055
2138029001,2019,6834 INDEPENDENCE AVE,LOS ANGELES,91303.0,37,3,3.0,501,11-49 units,34.1948261,-118.5900659
2138029019,2019,6820 INDEPENDENCE AVE,LOS ANGELES,91303.0,30,3,3.0,501,11-49 units,34.1945759,-118.5900978
2138029021,2019,6835 DE SOTO AVE,LOS ANGELES,91303.0,30,3,3.0,501,11-49 units,34.1949036,-118.5889336
2138029022,2019,6825 DE SOTO AVE APT 10,LOS ANGELES,91303.0,24,3,3.0,501,11-49 units,34.1945772,-118.589079
2139002010,2020,6500 HANNA AVE,LOS ANGELES,91303.0,2,3,3.0,200,2 units,34.1884885,-118.6067361
2139003012,2021,22053 VICTORY BLVD,LOS ANGELES,91303.0,1,3,3.0,200,1 unit,34.1868002,-118.6078597
2139003014,2021,22039 VICTORY BLVD,LOS ANGELES,91303.0,1,3,3.0,200,1 unit,,
2139003016,2024,22030 GILMORE ST,LOS ANGELES,91303.0,1,3,3.0,200,1 unit,34.1892486,-118.5794466
2139003018,2023,22044 GILMORE ST,LOS ANGELES,91303.0,2,3,3.0,200,2 units,34.1892486,-118.5794466
2139003021,2020,22060 GILMORE ST,LOS ANGELES,91303.0,2,3,3.0,200,2 units,34.1892486,-118.5794466
2139003030,2022,6420 RANDI AVE,LOS ANGELES,91303.0,2,3,3.0,200,2 units,34.187122,-118.6100429
2139003032,2020,22149 VICTORY BLVD,LOS ANGELES,91303.0,2,3,3.0,200,2 units,34.1867584,-118.610068
2139003033,2024,22143 VICTORY BLVD,LOS ANGELES,91303.0,1,3,3.0,200,1 unit,34.1867694,-118.6098565
2139006074,2019,6670 GLADE AVE,LOS ANGELES,91303.0,110,3,3.0,500,100+ units,34.1924964,-118.6078838
2139006075,2019,6644 GLADE AVE,LOS ANGELES,91303.0,95,3,3.0,501,50-99 units,34.191672,-118.6076002
2139007011,2023,6707 GLADE AVE,LOS ANGELES,91303.0,1,3,3.0,200,1 unit,34.1923059,-118.6084405
2139007012,2023,6701 GLADE AVE,LOS ANGELES,91303.0,1,3,3.0,200,1 unit,34.1921547,-118.6084062
2139007014,2020,6659 GLADE AVE,LOS ANGELES,91303.0,2,3,3.0,200,2 units,34.1917794,-118.6083775
2139007015,2021,6653 GLADE AVE,LOS ANGELES,91303.0,1,3,3.0,200,1 unit,34.1916161,-118.608441
2139007042,2022,6733 GLADE AVE,LOS ANGELES,91303.0,2,3,3.0,200,2 units,34.1928973,-118.6083538
2139007043,2021,6727 GLADE AVE,LOS ANGELES,91303.0,1,3,3.0,200,1 unit,34.1927559,-118.6084432
2139008001,2020,22206 VANOWEN ST,LOS ANGELES,91303.0,2,3,3.0,200,2 units,34.1934854,-118.610574
2139008002,2020,22214 VANOWEN ST,LOS ANGELES,91303.0,2,3,3.0,200,2 units,34.193546,-118.610883
2139008003,2020,22222 VANOWEN ST,LOS ANGELES,91303.0,2,3,3.0,200,2 units,34.1935013,-118.6111509
2139008004,2020,22230 VANOWEN ST,LOS ANGELES,91303.0,2,3,3.0,200,2 units,34.1935536,-118.6114922
2139008010,2021,22233 WELBY WAY,LOS ANGELES,91303.0,2,3,3.0,200,2 units,34.1930825,-118.6114002
2139009016,2021,22330 VANOWEN ST,LOS ANGELES,91303.0,1,3,3.0,200,1 unit,34.1935084,-118.6134157
2139009021,2021,22349 KITTRIDGE ST,LOS ANGELES,91303.0,1,3,3.0,200,1 unit,34.1917776,-118.6138831
2139009033,2021,22360 WELBY WAY,LOS ANGELES,91303.0,2,3,3.0,200,2 units,34.192093,-118.6134396
2139010005,2021,22260 KITTRIDGE ST,LOS ANGELES,91303.0,1,3,3.0,200,1 unit,34.1913218,-118.6122351
2139010012,2021,22309 CRISWELL ST,LOS ANGELES,91303.0,2,3,3.0,200,2 units,34.19097259999999,-118.6126403
2139011007,2024,22326 CRISWELL ST,LOS ANGELES,91303.0,2,3,3.0,200,2 units,34.1906299,-118.6135109
2139011022,2023,22259 HAYNES ST,LOS ANGELES,91303.0,3,3,3.0,300,3-4 units,34.1902055,-118.5879953
2139012006,2020,22332 HAMLIN ST,LOS ANGELES,91303.0,2,3,3.0,200,2 units,34.1885245,-118.5182619
2139012013,2023,22246 HAMLIN ST,LOS ANGELES,91303.0,2,3,3.0,200,2 units,34.1885245,-118.5182619
2139012026,2024,22314 HAYNES ST,LOS ANGELES,91303.0,2,3,3.0,200,2 units,38.7999723,-77.0506896
2139012036,2023,6530 SHOUP AVE,LOS ANGELES,91307.0,2,3,3.0,200,2 units,34.1891086,-118.6142148
2139013005,2023,22148 WELBY WAY,LOS ANGELES,91303.0,1,3,3.0,200,1 unit,34.1926757,-118.6099165
2139013012,2021,22227 ARCHWOOD ST,LOS ANGELES,91303.0,1,3,3.0,200,1 unit,34.1924824,-118.6111367
2139014012,2021,6532 MOORCROFT AVE,LOS ANGELES,91303.0,2,3,3.0,200,2 units,34.1894942,-118.6109126
2139014023,2023,6615 FARRALONE AVE,LOS ANGELES,91303.0,2,3,3.0,200,2 units,34.1905837,-118.6105479
2139014029,2023,6533 FARRALONE AVE,LOS ANGELES,91303.0,2,3,3.0,200,2 units,34.1894527,-118.6105355
2139015004,2021,22156 ARCHWOOD ST,LOS ANGELES,91303.0,2,3,3.0,200,2 units,34.1918609,-118.6101042
2139015025,2020,22233 KITTRIDGE ST,LOS ANGELES,91303.0,2,3,3.0,200,2 units,34.1917315,-118.6113685
2139015030,2021,22201 KITTRIDGE ST,LOS ANGELES,91303.0,2,3,3.0,200,2 units,34.1914905,-118.6102744
2139015031,2022,22155 KITTRIDGE ST,LOS ANGELES,91303.0,2,3,3.0,200,2 units,34.1914569,-118.6100921
2139018010,2021,6614 NEVADA AVE,LOS ANGELES,91303.0,2,3,3.0,200,2 units,38.9188176,-104.8143173
2139019002,2021,6619 RANDI AVE,LOS ANGELES,91303.0,2,3,3.0,200,2 units,34.1908008,-118.6071746
2139020014,2021,6452 RANDI AVE,LOS ANGELES,91303.0,1,3,3.0,200,1 unit,34.1877009,-118.6097209
2139020020,2022,6506 RANDI AVE,LOS ANGELES,91303.0,2,3,3.0,200,2 units,34.1885105,-118.6088157
2139020029,2022,6443 GLADE AVE,LOS ANGELES,91303.0,2,3,3.0,200,2 units,34.1879878,-118.6087067
2139021003,2024,22201 GILMORE ST,LOS ANGELES,91303.0,1,3,3.0,200,1 unit,34.1892506,-118.5794609
2139022005,2020,6464 GLADE AVE,LOS ANGELES,91303.0,2,3,3.0,200,2 units,34.1882781,-118.6078188
2139022012,2023,6550 RANDI AVE,LOS ANGELES,91303.0,2,3,3.0,200,2 units,34.1893987,-118.6078158
2139022028,2021,22041 GILMORE ST,LOS ANGELES,91303.0,2,3,3.0,200,2 units,34.1892506,-118.5794609
2139024033,2023,22328 GILMORE ST,LOS ANGELES,91303.0,2,3,3.0,200,2 units,34.1892486,-118.5794466
2139024040,2021,6426 SHOUP AVE,LOS ANGELES,91307.0,2,3,3.0,200,2 units,34.187342,-118.6143232
2139025001,2023,6508 MOORCROFT AVE,LOS ANGELES,91303.0,2,3,3.0,200,2 units,34.1886608,-118.6109085
2139025031,2021,22355 MOBILE ST,LOS ANGELES,91303.0,2,3,3.0,200,2 units,30.2294437,-87.8314035
2146001023,2019,22122 VICTORY BLVD,LOS ANGELES,91367.0,469,3,3.0,500,100+ units,34.1857885,-118.6092488
2146001024,2019,22111 ERWIN ST,LOS ANGELES,91367.0,401,3,3.0,500,100+ units,34.1830981,-118.6089626
2146002040,2019,22222 VICTORY BLVD,LOS ANGELES,91367.0,438,3,3.0,501,100+ units,34.186168,-118.6114255
2146002052,2019,22251 1/4 ERWIN ST,LOS ANGELES,91367.0,1,3,3.0,010C,1 unit,34.1833238,-118.6110449
2146002053,2019,22251 ERWIN ST,LOS ANGELES,91367.0,1,3,3.0,010C,1 unit,34.1830458,-118.6115456
2146002054,2019,22249 1/2 ERWIN ST,LOS ANGELES,91367.0,1,3,3.0,010C,1 unit,34.1833239,-118.6110165
2146002055,2019,22249 1/4 ERWIN ST,LOS ANGELES,91367.0,1,3,3.0,010C,1 unit,34.1833238,-118.6110449
2146002056,2019,22249 ERWIN ST,LOS ANGELES,91367.0,1,3,3.0,010C,1 unit,34.18304260000001,-118.6113263
2146002057,2019,22247 1/2 ERWIN ST,LOS ANGELES,91367.0,1,3,3.0,010C,1 unit,34.1833239,-118.6110165
2146002058,2019,22247 1/4 ERWIN ST,LOS ANGELES,91367.0,1,3,3.0,010C,1 unit,34.1833238,-118.6110449
2146002059,2019,22247 ERWIN ST,LOS ANGELES,91367.0,1,3,3.0,010C,1 unit,34.18302190000001,-118.6113092
2146002060,2019,22245 ERWIN ST,LOS ANGELES,91367.0,1,3,3.0,010C,1 unit,34.1830075,-118.6113802
2146002061,2019,22245 1/4 ERWIN ST,LOS ANGELES,91367.0,1,3,3.0,010C,1 unit,34.1833239,-118.6110165
2146002062,2019,22211 ERWIN ST NO 11,LOS ANGELES,91367.0,1,3,3.0,010C,1 unit,34.1833238,-118.611045
2146002063,2019,22211 1/2 ERWIN ST,LOS ANGELES,91367.0,1,3,3.0,010C,1 unit,34.1833238,-118.6110449
2146002064,2019,22213 ERWIN ST,LOS ANGELES,91367.0,1,3,3.0,010C,1 unit,34.1830105,-118.6110203
2146002065,2019,22213 1/2 ERWIN ST,LOS ANGELES,91367.0,1,3,3.0,010C,1 unit,,
2146002066,2019,22215 ERWIN ST,LOS ANGELES,91367.0,1,3,3.0,010C,1 unit,34.1830099,-118.6110903
2146002067,2019,22215 1/2 ERWIN ST,LOS ANGELES,91367.0,1,3,3.0,010C,1 unit,34.1833239,-118.6110165
2146002068,2019,22217 ERWIN ST,LOS ANGELES,91367.0,1,3,3.0,010C,1 unit,34.1830094,-118.6111503
2146002069,2019,22245 ERWIN ST,LOS ANGELES,91367.0,1,3,3.0,010C,1 unit,34.1830075,-118.6113802
2146002070,2019,22243 1/2 ERWIN ST,LOS ANGELES,91367.0,1,3,3.0,010C,1 unit,34.1833238,-118.6110449
2146002071,2019,22243 1/4 ERWIN ST,LOS ANGELES,91367.0,1,3,3.0,010C,1 unit,34.1833238,-118.6110449
2146002072,2019,22243 ERWIN ST UNIT 21,LOS ANGELES,91367.0,1,3,3.0,010C,1 unit,34.1833238,-118.611045
2146002073,2019,22241 1/2 ERWIN ST,LOS ANGELES,91367.0,1,3,3.0,010C,1 unit,34.1833238,-118.6110449
2146002074,2019,22241 1/4 ERWIN ST,LOS ANGELES,91367.0,1,3,3.0,010C,1 unit,34.1833238,-118.6110449
2146002075,2019,22241 ERWIN ST,LOS ANGELES,91367.0,1,3,3.0,010C,1 unit,34.1830083,-118.6112902
2146002076,2019,22239 1/2 ERWIN ST,LOS ANGELES,91367.0,1,3,3.0,010C,1 unit,34.1833238,-118.6110449
2146002077,2019,22239 1/4 ERWIN ST,LOS ANGELES,91367.0,1,3,3.0,010C,1 unit,34.1833238,-118.6110449
2146002078,2019,22239 ERWIN ST,LOS ANGELES,91367.0,1,3,3.0,010C,1 unit,34.18300869999999,-118.6112402
2146002079,2019,22221 ERWIN ST,LOS ANGELES,91367.0,1,3,3.0,010C,1 unit,34.1838499,-118.611006
2146002080,2019,22219 1/2 ERWIN ST,LOS ANGELES,91367.0,1,3,3.0,010C,1 unit,34.1833238,-118.6110449
2146002081,2019,22219 ERWIN ST,LOS ANGELES,91367.0,1,3,3.0,010C,1 unit,34.1830091,-118.6112002
2146002082,2019,22217 1/2 ERWIN ST,LOS ANGELES,91367.0,1,3,3.0,010C,1 unit,34.1833239,-118.6110165
2146002083,2019,6217 1/2 RANDI AVE,LOS ANGELES,91367.0,1,3,3.0,010C,1 unit,34.1833238,-118.6110453
2146002084,2019,6219 RANDI AVE,LOS ANGELES,91367.0,1,3,3.0,010C,1 unit,34.1835703,-118.6105098
2146002085,2019,6219 1/2 RANDI AVE,LOS ANGELES,91367.0,1,3,3.0,010C,1 unit,34.1833238,-118.6110453
2146002086,2019,6221 RANDI AVE,LOS ANGELES,91367.0,1,3,3.0,010C,1 unit,34.1837107,-118.610665
2146002087,2019,6217 RANDI AVE,LOS ANGELES,91367.0,1,3,3.0,010C,1 unit,34.18352,-118.6105
2146002088,2019,6215 1/2 RANDI AVE,LOS ANGELES,91367.0,1,3,3.0,010C,1 unit,34.1833238,-118.6110453
2146002089,2019,6215 RANDI AVE,LOS ANGELES,91367.0,1,3,3.0,010C,1 unit,34.18347,-118.6105
2146002090,2019,6213 1/2 RANDI AVE UNIT 39,LOS ANGELES,91367.0,1,3,3.0,010C,1 unit,34.1833238,-118.611045
2146002091,2019,6213 RANDI AVE,LOS ANGELES,91367.0,1,3,3.0,010C,1 unit,34.18344,-118.6105
2146002092,2019,6211 1/2 RANDI AVE,LOS ANGELES,91367.0,1,3,3.0,010C,1 unit,34.1833238,-118.6110453
2146002093,2019,6211 RANDI AVE,LOS ANGELES,91367.0,1,3,3.0,010C,1 unit,34.18338,-118.61049
2146002094,2019,6209 1/2 RANDI AVE,LOS ANGELES,91367.0,1,3,3.0,010C,1 unit,34.1833238,-118.6110453
2146002095,2019,6209 RANDI AVE,LOS ANGELES,91367.0,1,3,3.0,010C,1 unit,34.18333,-118.61049
2146002096,2019,6207 1/2 RANDI AVE UNIT 45,LOS ANGELES,91367.0,1,3,3.0,010C,1 unit,34.1833238,-118.611045
2146002097,2019,6207 RANDI AVE,LOS ANGELES,91367.0,1,3,3.0,010C,1 unit,34.1833879,-118.6104785
2146002098,2019,6205 1/2 RANDI AVE,LOS ANGELES,91367.0,1,3,3.0,010C,1 unit,34.1833238,-118.6110453
2146002099,2019,6205 RANDI AVE,LOS ANGELES,91367.0,1,3,3.0,010C,1 unit,34.18322,-118.61049
2146002100,2019,6203 1/2 RANDI AVE,LOS ANGELES,91367.0,1,3,3.0,010C,1 unit,34.1832878,-118.6104774
2146002101,2019,6203 RANDI AVE,LOS ANGELES,91367.0,1,3,3.0,010C,1 unit,34.1831541,-118.610477
2146002102,2019,6201 1/2 RANDI AVE,LOS ANGELES,91367.0,1,3,3.0,010C,1 unit,34.1830817,-118.6105095
2146002103,2019,6201 RANDI AVE,LOS ANGELES,91367.0,1,3,3.0,010C,1 unit,34.1831017,-118.6105379
2146002104,2019,22201 ERWIN ST,LOS ANGELES,91367.0,1,3,3.0,010C,1 unit,34.1830552,-118.6108049
2146002105,2019,22201 1/2 ERWIN ST,LOS ANGELES,91367.0,1,3,3.0,010C,1 unit,34.1832477,-118.6107709
2146002106,2019,22203 ERWIN ST,LOS ANGELES,91367.0,1,3,3.0,010C,1 unit,34.1832346,-118.6107408
2146002107,2019,22203 1/2 ERWIN ST,LOS ANGELES,91367.0,1,3,3.0,010C,1 unit,,
2146002108,2019,22205 ERWIN ST,LOS ANGELES,91367.0,1,3,3.0,010C,1 unit,34.18299,-118.6108124
2146002109,2019,22205 1/2 ERWIN ST,LOS ANGELES,91367.0,1,3,3.0,010C,1 unit,,
2146002110,2019,22207 ERWIN ST,LOS ANGELES,91367.0,1,3,3.0,010C,1 unit,34.1829899,-118.61088
2146002111,2019,22207 1/2 ERWIN ST,LOS ANGELES,91367.0,1,3,3.0,010C,1 unit,,
2146002112,2019,22209 ERWIN ST,LOS ANGELES,91367.0,1,3,3.0,010C,1 unit,34.1830085,-118.6109533
2146002113,2019,22209 1/2 ERWIN ST,LOS ANGELES,91367.0,1,3,3.0,010C,1 unit,,
2146002114,2019,6265 1/2 RANDI AVE,LOS ANGELES,91367.0,1,3,3.0,010C,1 unit,34.1842106,-118.6110609
2146002115,2019,6265 RANDI AVE,LOS ANGELES,91367.0,1,3,3.0,010C,1 unit,34.18459,-118.61053
2146002116,2019,6263 1/2 RANDI AVE,LOS ANGELES,91367.0,1,3,3.0,010C,1 unit,34.1842106,-118.6110609
2146002117,2019,6263 RANDI AVE,LOS ANGELES,91367.0,1,3,3.0,010C,1 unit,34.18456,-118.61052
2146002118,2019,6261 1/2 RANDI AVE,LOS ANGELES,91367.0,1,3,3.0,010C,1 unit,34.1843604,-118.6104666
2146002119,2019,6261 RANDI AVE,LOS ANGELES,91367.0,1,3,3.0,010C,1 unit,34.1843003,-118.6105039
2146002120,2019,6259 1/2 RANDI AVE,LOS ANGELES,91367.0,1,3,3.0,010C,1 unit,34.1842106,-118.6110609
2146002121,2019,6259 RANDI AVE,LOS ANGELES,91367.0,1,3,3.0,010C,1 unit,34.18451,-118.61052
2146002122,2019,6257 1/2 RANDI AVE,LOS ANGELES,91367.0,1,3,3.0,010C,1 unit,34.184223,-118.611019
2146002123,2019,6257 RANDI AVE UNIT 10,LOS ANGELES,91367.0,1,3,3.0,010C,1 unit,34.1842106,-118.6110609
2146002124,2019,6249 RANDI AVE,LOS ANGELES,91367.0,1,3,3.0,010C,1 unit,34.1845295,-118.6112271
2146002125,2019,6247 1/2 RANDI AVE UNIT 12,LOS ANGELES,91367.0,1,3,3.0,010C,1 unit,34.1842106,-118.6110609
2146002126,2019,6247 RANDI AVE,LOS ANGELES,91367.0,1,3,3.0,010C,1 unit,34.1843,-118.61051
2146002127,2019,6245 1/2 RANDI AVE,LOS ANGELES,91367.0,1,3,3.0,010C,1 unit,34.1842106,-118.6110609
