Geo_FIPS,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_GEO_ID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A14002_001,SE_A14002_002,SE_A14002_003,SE_A14002_004,SE_A14002_005,SE_A14002_006,SE_A14002_007,SE_A14002_008,SE_A14002_009,SE_A14002_010,SE_A14002_011,SE_A14002_012,PCT_SE_A14002_002,PCT_SE_A14002_003,PCT_SE_A14002_004,PCT_SE_A14002_005,PCT_SE_A14002_006,PCT_SE_A14002_007,PCT_SE_A14002_008,PCT_SE_A14002_009,PCT_SE_A14002_010,PCT_SE_A14002_011,PCT_SE_A14002_012,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,PCT_SE_A03001_002,PCT_SE_A03001_003,PCT_SE_A03001_004,PCT_SE_A03001_005,PCT_SE_A03001_006,PCT_SE_A03001_007,PCT_SE_A03001_008,SE_A18002_001,SE_A18002_002,SE_A18002_003,SE_A18002_004,SE_A18002_005,SE_A18002_006,PCT_SE_A18002_002,PCT_SE_A18002_003,PCT_SE_A18002_004,PCT_SE_A18002_005,PCT_SE_A18002_006,SE_B18002_001,SE_B18002_002,SE_B18002_003,PCT_SE_B18002_002,PCT_SE_B18002_003,SE_A00001_001
"06037101110","Census Tract 1011.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"101110",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037101110","Census Tract 1011.10",,,,1558,43,32,84,22,59,132,111,228,179,332,336,2.76,2.05,5.39,1.41,3.79,8.47,7.12,14.63,11.49,21.31,21.57,4152,2367,146,4,292,5,558,780,57.01,3.52,0.1,7.03,0.12,13.44,18.79,760,8,281,183,216,72,1.05,36.97,24.08,28.42,9.47,760,183,216,24.08,28.42,4152
"06037101122","Census Tract 1011.22, Los Angeles County, California","ca","140","00",,,,"06","037",,,"101122",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037101122","Census Tract 1011.22",,,,1407,34,10,0,15,25,73,75,216,259,149,551,2.42,0.71,0,1.07,1.78,5.19,5.33,15.35,18.41,10.59,39.16,4198,3047,25,24,544,0,277,281,72.58,0.6,0.57,12.96,0,6.6,6.69,311,0,33,121,96,61,0,10.61,38.91,30.87,19.61,311,121,96,38.91,30.87,4198
"06037101220","Census Tract 1012.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"101220",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037101220","Census Tract 1012.20",,,,1357,88,24,60,0,39,92,172,237,139,172,334,6.48,1.77,4.42,0,2.87,6.78,12.68,17.46,10.24,12.68,24.61,3434,1704,10,87,490,0,517,626,49.62,0.29,2.53,14.27,0,15.06,18.23,761,29,346,175,154,57,3.81,45.47,23,20.24,7.49,761,175,154,23,20.24,3434
"06037101221","Census Tract 1012.21, Los Angeles County, California","ca","140","00",,,,"06","037",,,"101221",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037101221","Census Tract 1012.21",,,,1483,78,0,182,0,178,18,179,351,66,251,180,5.26,0,12.27,0,12,1.21,12.07,23.67,4.45,16.93,12.14,3931,1835,150,27,390,0,805,724,46.68,3.82,0.69,9.92,0,20.48,18.42,1154,0,347,334,459,14,0,30.07,28.94,39.77,1.21,1154,334,459,28.94,39.77,3931
"06037101222","Census Tract 1012.22, Los Angeles County, California","ca","140","00",,,,"06","037",,,"101222",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037101222","Census Tract 1012.22",,,,948,0,17,239,46,69,18,110,39,123,187,100,0,1.79,25.21,4.85,7.28,1.9,11.6,4.11,12.97,19.73,10.55,2572,1417,14,80,51,25,55,930,55.09,0.54,3.11,1.98,0.97,2.14,36.16,873,13,377,67,416,0,1.49,43.18,7.67,47.65,0,873,67,416,7.67,47.65,2572
"06037101300","Census Tract 1013, Los Angeles County, California","ca","140","00",,,,"06","037",,,"101300",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037101300","Census Tract 1013",,,,1513,57,18,19,34,55,81,86,119,121,345,578,3.77,1.19,1.26,2.25,3.64,5.35,5.68,7.87,8,22.8,38.2,4210,3202,69,0,229,0,294,416,76.06,1.64,0,5.44,0,6.98,9.88,316,15,140,40,78,43,4.75,44.3,12.66,24.68,13.61,316,40,78,12.66,24.68,4210
"06037101400","Census Tract 1014, Los Angeles County, California","ca","140","00",,,,"06","037",,,"101400",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037101400","Census Tract 1014",,,,1336,13,14,80,7,171,39,178,120,129,215,370,0.97,1.05,5.99,0.52,12.8,2.92,13.32,8.98,9.66,16.09,27.69,3489,2340,58,0,333,0,128,630,67.07,1.66,0,9.54,0,3.67,18.06,366,0,52,174,117,23,0,14.21,47.54,31.97,6.28,366,174,117,47.54,31.97,3489
"06037102103","Census Tract 1021.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"102103",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037102103","Census Tract 1021.03",,,,714,37,0,7,14,45,36,102,131,86,140,116,5.18,0,0.98,1.96,6.3,5.04,14.29,18.35,12.04,19.61,16.25,2054,1686,51,0,241,0,27,49,82.08,2.48,0,11.73,0,1.31,2.39,299,0,30,106,163,0,0,10.03,35.45,54.52,0,299,106,163,35.45,54.52,2054
"06037102104","Census Tract 1021.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"102104",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037102104","Census Tract 1021.04",,,,1299,31,0,60,15,0,36,96,110,158,400,393,2.39,0,4.62,1.15,0,2.77,7.39,8.47,12.16,30.79,30.25,4052,2951,59,23,472,0,72,475,72.83,1.46,0.57,11.65,0,1.78,11.72,301,18,136,47,51,49,5.98,45.18,15.61,16.94,16.28,301,47,51,15.61,16.94,4052
"06037102105","Census Tract 1021.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"102105",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037102105","Census Tract 1021.05",,,,518,4,0,13,3,20,46,36,74,78,82,162,0.77,0,2.51,0.58,3.86,8.88,6.95,14.29,15.06,15.83,31.27,1664,442,22,17,161,0,433,589,26.56,1.32,1.02,9.68,0,26.02,35.4,213,0,110,28,70,5,0,51.64,13.15,32.86,2.35,213,28,70,13.15,32.86,1664
"06037102107","Census Tract 1021.07, Los Angeles County, California","ca","140","00",,,,"06","037",,,"102107",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037102107","Census Tract 1021.07",,,,1184,63,45,26,11,11,9,37,223,139,148,472,5.32,3.8,2.2,0.93,0.93,0.76,3.12,18.83,11.74,12.5,39.86,3595,2719,20,30,266,0,174,386,75.63,0.56,0.83,7.4,0,4.84,10.74,253,24,66,102,28,33,9.49,26.09,40.32,11.07,13.04,253,102,28,40.32,11.07,3595
"06037103101","Census Tract 1031.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"103101",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037103101","Census Tract 1031.01",,,,982,18,13,8,5,84,25,36,106,130,184,373,1.83,1.32,0.81,0.51,8.55,2.55,3.67,10.79,13.24,18.74,37.98,2705,1943,18,1,212,0,104,427,71.83,0.67,0.04,7.84,0,3.84,15.79,131,0,7,37,31,56,0,5.34,28.24,23.66,42.75,131,37,31,28.24,23.66,2705
"06037103102","Census Tract 1031.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"103102",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037103102","Census Tract 1031.02",,,,1646,9,32,135,31,68,46,187,335,188,422,193,0.55,1.94,8.2,1.88,4.13,2.79,11.36,20.35,11.42,25.64,11.73,4468,3278,13,0,349,0,468,360,73.37,0.29,0,7.81,0,10.47,8.06,524,0,34,295,166,29,0,6.49,56.3,31.68,5.53,524,295,166,56.3,31.68,4468
"06037103201","Census Tract 1032.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"103201",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037103201","Census Tract 1032.01",,,,1581,42,104,55,63,99,27,70,243,175,371,332,2.66,6.58,3.48,3.98,6.26,1.71,4.43,15.37,11.07,23.47,21,4425,2548,133,58,322,6,337,1021,57.58,3.01,1.31,7.28,0.14,7.62,23.07,1129,53,371,301,383,21,4.69,32.86,26.66,33.92,1.86,1129,301,383,26.66,33.92,4425
"06037103202","Census Tract 1032.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"103202",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037103202","Census Tract 1032.02",,,,649,0,0,0,0,5,5,85,74,33,229,218,0,0,0,0,0.77,0.77,13.1,11.4,5.08,35.29,33.59,1945,1110,19,0,45,0,678,93,57.07,0.98,0,2.31,0,34.86,4.78,45,0,45,0,0,0,0,100,0,0,0,45,0,0,0,0,1945
"06037103300","Census Tract 1033, Los Angeles County, California","ca","140","00",,,,"06","037",,,"103300",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037103300","Census Tract 1033",,,,1296,31,15,43,38,41,4,40,144,120,183,637,2.39,1.16,3.32,2.93,3.16,0.31,3.09,11.11,9.26,14.12,49.15,4021,2960,101,18,185,0,45,712,73.61,2.51,0.45,4.6,0,1.12,17.71,172,0,28,89,55,0,0,16.28,51.74,31.98,0,172,89,55,51.74,31.98,4021
"06037103401","Census Tract 1034.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"103401",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037103401","Census Tract 1034.01",,,,972,0,52,0,23,37,60,53,147,99,308,193,0,5.35,0,2.37,3.81,6.17,5.45,15.12,10.19,31.69,19.86,2552,1716,4,15,439,0,41,337,67.24,0.16,0.59,17.2,0,1.61,13.21,219,0,82,43,84,10,0,37.44,19.63,38.36,4.57,219,43,84,19.63,38.36,2552
"06037103402","Census Tract 1034.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"103402",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037103402","Census Tract 1034.02",,,,1378,28,45,46,55,11,52,35,238,142,340,386,2.03,3.27,3.34,3.99,0.8,3.77,2.54,17.27,10.3,24.67,28.01,3809,2319,475,0,344,0,273,398,60.88,12.47,0,9.03,0,7.17,10.45,461,36,285,16,112,12,7.81,61.82,3.47,24.3,2.6,461,16,112,3.47,24.3,3809
"06037104103","Census Tract 1041.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104103",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104103","Census Tract 1041.03",,,,868,27,5,17,9,25,27,43,159,68,208,280,3.11,0.58,1.96,1.04,2.88,3.11,4.95,18.32,7.83,23.96,32.26,4257,882,578,41,230,0,906,1620,20.72,13.58,0.96,5.4,0,21.28,38.05,143,0,28,21,81,13,0,19.58,14.69,56.64,9.09,143,21,81,14.69,56.64,4257
"06037104105","Census Tract 1041.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104105",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104105","Census Tract 1041.05",,,,1580,125,111,16,51,52,89,200,367,200,168,201,7.91,7.03,1.01,3.23,3.29,5.63,12.66,23.23,12.66,10.63,12.72,5890,1222,298,41,103,0,2212,2014,20.75,5.06,0.7,1.75,0,37.56,34.19,800,24,164,231,347,34,3,20.5,28.88,43.38,4.25,800,231,347,28.88,43.38,5890
"06037104108","Census Tract 1041.08, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104108",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104108","Census Tract 1041.08",,,,1291,0,0,165,0,24,169,137,177,50,284,285,0,0,12.78,0,1.86,13.09,10.61,13.71,3.87,22,22.08,4952,1259,402,21,240,0,1334,1696,25.42,8.12,0.42,4.85,0,26.94,34.25,753,53,256,189,209,46,7.04,34,25.1,27.76,6.11,753,189,209,25.1,27.76,4952
"06037104124","Census Tract 1041.24, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104124",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104124","Census Tract 1041.24",,,,1325,10,0,32,0,119,162,119,164,137,272,310,0.75,0,2.42,0,8.98,12.23,8.98,12.38,10.34,20.53,23.4,4090,1991,415,33,191,0,479,981,48.68,10.15,0.81,4.67,0,11.71,23.99,218,0,27,69,72,50,0,12.39,31.65,33.03,22.94,218,69,72,31.65,33.03,4090
"06037104201","Census Tract 1042.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104201",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104201","Census Tract 1042.01",,,,863,5,0,10,12,6,65,52,133,131,201,248,0.58,0,1.16,1.39,0.7,7.53,6.03,15.41,15.18,23.29,28.74,4325,560,456,52,165,0,1499,1593,12.95,10.54,1.2,3.82,0,34.66,36.83,204,0,61,81,62,0,0,29.9,39.71,30.39,0,204,81,62,39.71,30.39,4325
"06037104203","Census Tract 1042.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104203",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104203","Census Tract 1042.03",,,,1074,42,20,88,0,42,97,70,260,133,123,199,3.91,1.86,8.19,0,3.91,9.03,6.52,24.21,12.38,11.45,18.53,4978,1170,205,37,68,0,1761,1737,23.5,4.12,0.74,1.37,0,35.38,34.89,412,0,91,112,198,11,0,22.09,27.18,48.06,2.67,412,112,198,27.18,48.06,4978
"06037104204","Census Tract 1042.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104204",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104204","Census Tract 1042.04",,,,718,10,0,9,10,51,51,162,100,64,79,182,1.39,0,1.25,1.39,7.1,7.1,22.56,13.93,8.91,11,25.35,3736,1045,145,52,187,0,1142,1165,27.97,3.88,1.39,5.01,0,30.57,31.18,224,0,102,49,68,5,0,45.54,21.88,30.36,2.23,224,49,68,21.88,30.36,3736
"06037104310","Census Tract 1043.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104310",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104310","Census Tract 1043.10",,,,885,6,29,27,6,51,19,76,129,72,197,273,0.68,3.28,3.05,0.68,5.76,2.15,8.59,14.58,8.14,22.26,30.85,4476,725,55,62,4,0,2461,1169,16.2,1.23,1.39,0.09,0,54.98,26.12,183,0,82,64,31,6,0,44.81,34.97,16.94,3.28,183,64,31,34.97,16.94,4476
"06037104321","Census Tract 1043.21, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104321",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104321","Census Tract 1043.21",,,,773,5,9,0,15,8,273,58,60,106,158,81,0.65,1.16,0,1.94,1.03,35.32,7.5,7.76,13.71,20.44,10.48,2926,507,26,54,13,0,1116,1210,17.33,0.89,1.85,0.44,0,38.14,41.35,420,19,138,194,69,0,4.52,32.86,46.19,16.43,0,420,194,69,46.19,16.43,2926
"06037104322","Census Tract 1043.22, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104322",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104322","Census Tract 1043.22",,,,445,0,0,0,0,20,62,75,52,48,123,65,0,0,0,0,4.49,13.93,16.85,11.69,10.79,27.64,14.61,1856,465,2,17,29,6,842,495,25.05,0.11,0.92,1.56,0.32,45.37,26.67,150,0,19,95,36,0,0,12.67,63.33,24,0,150,95,36,63.33,24,1856
"06037104401","Census Tract 1044.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104401",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104401","Census Tract 1044.01",,,,623,18,0,39,0,13,57,65,118,77,77,159,2.89,0,6.26,0,2.09,9.15,10.43,18.94,12.36,12.36,25.52,3083,674,29,24,0,6,1409,941,21.86,0.94,0.78,0,0.19,45.7,30.52,279,0,116,85,78,0,0,41.58,30.47,27.96,0,279,85,78,30.47,27.96,3083
"06037104403","Census Tract 1044.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104403",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104403","Census Tract 1044.03",,,,510,20,0,10,0,24,10,53,65,89,79,160,3.92,0,1.96,0,4.71,1.96,10.39,12.75,17.45,15.49,31.37,2292,528,0,0,89,0,1182,493,23.04,0,0,3.88,0,51.57,21.51,162,0,40,68,54,0,0,24.69,41.98,33.33,0,162,68,54,41.98,33.33,2292
"06037104404","Census Tract 1044.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104404",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104404","Census Tract 1044.04",,,,746,21,19,0,15,48,103,63,49,171,84,173,2.82,2.55,0,2.01,6.43,13.81,8.45,6.57,22.92,11.26,23.19,3374,752,0,0,20,0,1507,1095,22.29,0,0,0.59,0,44.67,32.45,423,10,153,36,206,18,2.36,36.17,8.51,48.7,4.26,423,36,206,8.51,48.7,3374
"06037104500","Census Tract 1045, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104500",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104500","Census Tract 1045",,,,621,16,27,33,0,32,10,54,134,81,120,114,2.58,4.35,5.31,0,5.15,1.61,8.7,21.58,13.04,19.32,18.36,3539,517,5,6,27,0,1377,1607,14.61,0.14,0.17,0.76,0,38.91,45.41,168,0,22,46,84,16,0,13.1,27.38,50,9.52,168,46,84,27.38,50,3539
"06037104610","Census Tract 1046.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104610",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104610","Census Tract 1046.10",,,,652,14,19,26,0,0,52,92,74,120,119,136,2.15,2.91,3.99,0,0,7.98,14.11,11.35,18.4,18.25,20.86,3124,500,0,44,10,0,1696,874,16.01,0,1.41,0.32,0,54.29,27.98,266,0,73,141,52,0,0,27.44,53.01,19.55,0,266,141,52,53.01,19.55,3124
"06037104620","Census Tract 1046.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104620",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104620","Census Tract 1046.20",,,,703,0,13,0,38,15,84,14,103,133,143,160,0,1.85,0,5.41,2.13,11.95,1.99,14.65,18.92,20.34,22.76,3266,843,13,49,18,0,1176,1167,25.81,0.4,1.5,0.55,0,36.01,35.73,235,16,64,81,74,0,6.81,27.23,34.47,31.49,0,235,81,74,34.47,31.49,3266
"06037104701","Census Tract 1047.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104701",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104701","Census Tract 1047.01",,,,953,10,37,16,75,35,117,170,179,137,129,48,1.05,3.88,1.68,7.87,3.67,12.28,17.84,18.78,14.38,13.54,5.04,3916,928,118,120,9,14,1328,1399,23.7,3.01,3.06,0.23,0.36,33.91,35.73,727,0,344,188,189,6,0,47.32,25.86,26,0.83,727,188,189,25.86,26,3916
"06037104703","Census Tract 1047.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104703",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104703","Census Tract 1047.03",,,,607,42,14,48,0,26,39,145,51,58,122,62,6.92,2.31,7.91,0,4.28,6.43,23.89,8.4,9.56,20.1,10.21,2306,537,181,33,45,0,455,1055,23.29,7.85,1.43,1.95,0,19.73,45.75,371,0,169,65,117,20,0,45.55,17.52,31.54,5.39,371,65,117,17.52,31.54,2306
"06037104704","Census Tract 1047.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104704",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104704","Census Tract 1047.04",,,,1231,21,57,57,0,68,141,133,158,213,202,181,1.71,4.63,4.63,0,5.52,11.45,10.8,12.84,17.3,16.41,14.7,4662,1040,282,3,133,0,1443,1761,22.31,6.05,0.06,2.85,0,30.95,37.77,432,34,111,157,120,10,7.87,25.69,36.34,27.78,2.31,432,157,120,36.34,27.78,4662
"06037104821","Census Tract 1048.21, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104821",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104821","Census Tract 1048.21",,,,751,8,0,42,41,28,23,61,147,157,139,105,1.07,0,5.59,5.46,3.73,3.06,8.12,19.57,20.91,18.51,13.98,3476,797,0,8,48,0,1311,1312,22.93,0,0.23,1.38,0,37.72,37.74,462,13,226,115,91,17,2.81,48.92,24.89,19.7,3.68,462,115,91,24.89,19.7,3476
"06037104822","Census Tract 1048.22, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104822",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104822","Census Tract 1048.22",,,,637,35,6,67,26,25,80,96,64,82,86,70,5.49,0.94,10.52,4.08,3.92,12.56,15.07,10.05,12.87,13.5,10.99,2199,387,10,26,101,0,849,826,17.6,0.45,1.18,4.59,0,38.61,37.56,420,3,140,134,137,6,0.71,33.33,31.9,32.62,1.43,420,134,137,31.9,32.62,2199
"06037104823","Census Tract 1048.23, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104823",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104823","Census Tract 1048.23",,,,692,6,21,8,19,54,32,104,84,119,119,126,0.87,3.03,1.16,2.75,7.8,4.62,15.03,12.14,17.2,17.2,18.21,3195,388,143,0,354,0,761,1549,12.14,4.48,0,11.08,0,23.82,48.48,129,0,10,23,93,3,0,7.75,17.83,72.09,2.33,129,23,93,17.83,72.09,3195
"06037104824","Census Tract 1048.24, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104824",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104824","Census Tract 1048.24",,,,486,0,17,0,0,0,24,13,45,113,159,115,0,3.5,0,0,0,4.94,2.67,9.26,23.25,32.72,23.66,2582,335,0,60,0,17,1220,950,12.97,0,2.32,0,0.66,47.25,36.79,95,9,17,19,46,4,9.47,17.89,20,48.42,4.21,95,19,46,20,48.42,2582
"06037106010","Census Tract 1060.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106010",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037106010","Census Tract 1060.10",,,,938,14,6,7,0,18,65,48,78,83,172,447,1.49,0.64,0.75,0,1.92,6.93,5.12,8.32,8.85,18.34,47.65,4049,1521,34,21,52,15,1099,1307,37.56,0.84,0.52,1.28,0.37,27.14,32.28,179,0,20,62,62,35,0,11.17,34.64,34.64,19.55,179,62,62,34.64,34.64,4049
"06037106020","Census Tract 1060.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106020",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037106020","Census Tract 1060.20",,,,1298,52,41,62,9,8,58,38,116,129,327,458,4.01,3.16,4.78,0.69,0.62,4.47,2.93,8.94,9.94,25.19,35.29,4850,923,220,77,423,0,2222,985,19.03,4.54,1.59,8.72,0,45.81,20.31,359,0,79,55,178,47,0,22.01,15.32,49.58,13.09,359,55,178,15.32,49.58,4850
"06037106111","Census Tract 1061.11, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106111",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037106111","Census Tract 1061.11",,,,1390,53,0,0,58,5,71,98,112,147,297,549,3.81,0,0,4.17,0.36,5.11,7.05,8.06,10.58,21.37,39.5,4707,1981,274,55,548,0,1093,756,42.09,5.82,1.17,11.64,0,23.22,16.06,55,0,25,0,0,30,0,45.45,0,0,54.55,55,0,0,0,0,4707
"06037106112","Census Tract 1061.12, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106112",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037106112","Census Tract 1061.12",,,,1430,26,0,9,44,22,6,178,183,237,350,375,1.82,0,0.63,3.08,1.54,0.42,12.45,12.8,16.57,24.48,26.22,5035,1818,120,299,361,0,1431,1006,36.11,2.38,5.94,7.17,0,28.42,19.98,261,0,117,62,38,44,0,44.83,23.75,14.56,16.86,261,62,38,23.75,14.56,5035
"06037106113","Census Tract 1061.13, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106113",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037106113","Census Tract 1061.13",,,,1038,7,11,6,0,22,23,98,138,59,265,409,0.67,1.06,0.58,0,2.12,2.22,9.44,13.29,5.68,25.53,39.4,3835,1118,68,91,607,6,713,1232,29.15,1.77,2.37,15.83,0.16,18.59,32.13,106,8,21,26,51,0,7.55,19.81,24.53,48.11,0,106,26,51,24.53,48.11,3835
"06037106114","Census Tract 1061.14, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106114",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037106114","Census Tract 1061.14",,,,1830,48,43,56,80,154,118,229,197,256,277,372,2.62,2.35,3.06,4.37,8.42,6.45,12.51,10.77,13.99,15.14,20.33,6929,1935,73,20,726,41,2504,1630,27.93,1.05,0.29,10.48,0.59,36.14,23.52,933,0,324,187,380,42,0,34.73,20.04,40.73,4.5,933,187,380,20.04,40.73,6929
"06037106403","Census Tract 1064.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106403",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037106403","Census Tract 1064.03",,,,854,55,17,3,2,63,63,47,62,108,162,272,6.44,1.99,0.35,0.23,7.38,7.38,5.5,7.26,12.65,18.97,31.85,3860,1183,190,8,60,67,1600,752,30.65,4.92,0.21,1.55,1.74,41.45,19.48,201,0,15,53,68,65,0,7.46,26.37,33.83,32.34,201,53,68,26.37,33.83,3860
"06037106405","Census Tract 1064.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106405",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037106405","Census Tract 1064.05",,,,1147,8,7,9,0,64,79,135,146,221,345,133,0.7,0.61,0.78,0,5.58,6.89,11.77,12.73,19.27,30.08,11.6,4149,1127,429,31,305,0,1075,1182,27.16,10.34,0.75,7.35,0,25.91,28.49,418,0,213,128,34,43,0,50.96,30.62,8.13,10.29,418,128,34,30.62,8.13,4149
"06037106406","Census Tract 1064.06, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106406",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037106406","Census Tract 1064.06",,,,1880,48,0,0,0,0,62,229,244,193,693,411,2.55,0,0,0,0,3.3,12.18,12.98,10.27,36.86,21.86,6292,2258,132,0,546,0,1999,1357,35.89,2.1,0,8.68,0,31.77,21.57,432,0,156,184,52,40,0,36.11,42.59,12.04,9.26,432,184,52,42.59,12.04,6292
